MIN.SAN.;CODICE SFM;EAN;PRODOTTO;ATC/GMP;GIACENZA;DITTA;PREZZO;IVA;P.P.
971196985;0168638;8056364774783;ANANAS ESTRATTO TIT 60PAST      ;4AA2F19;0000019;GIORGINI SER-VIS SRL          ;    8,95;10;    18,90
938260813;8260816;8032472021995;ANANAS 50 OPR ABOCA             ;4AA2F18;0000042;ABOCA SPA                     ;   14,88;10;    26,20
982711323;0249006;0767787924416;ANANAS 60CPS EBV                ;4AA2F19;0000006;ERBA VITA                     ;    6,09;10;    14,90
934482365;0076950;             ;ANAPLANT 30CPS                  ;4AA2F99;0000011;CAROFARMA                     ;   11,96;10;    18,90
932501430;0031083;             ;ANAPLUS HP 30CPS                ;4AA2F30;0000065;JUST PHARMA                   ;   11,98;10;    19,70
049968023;0277977;             ;ANAS COCCINUM H17*30MONOD 1,6G  ;2AB1C  ;0000198;OTI                           ;   16,66;10;    33,90
972499457;0175936;8053610310054;ANASTEN PLUS 20 STICK           ;4AA2F31;0002170;ERREKAPPA EUROTERAPICI        ;   14,06;10;    23,00
907135976;7135973;8056182150080;ANASTEROL-INT DIET 30TAV        ;4AA2F15;0000070;LABORATORIO TERAP             ;   11,51;10;    19,00
935895603;8999726;0805698426251;ANATROFINE COMPLEX 90ML         ;6AA2G  ;0000004;SF GROUP SIKELIA              ;   31,66;22;    48,00
935896807;8999727;0805698426244;ANATROFINE SHAMPOO 200ML        ;6AA1X  ;0000005;SF GROUP SIKELIA              ;    9,76;22;    14,90
904253539;4253530;0805698426268;ANATROFINE 30 CPR RETARD        ;4AA2F99;0000035;SF GROUP SIKELIA              ;   16,72;10;    24,00
014302032;0266601;             ;ANAURAN*GTT OTO FL 25ML         ;S02AA30;0002389;ZAMBON CH                     ;    5,79;10;    11,90
931961484;0046002;7290017847900;ANAURETTE SPRAY 30ML            ;7BB2B  ;0000283;ZAMBON CH                     ;    7,18;22;    16,70
927296855;0151415;8056209550121;ANAXFASE 30CPR                  ;4AA2F20;0000031;ARISTEIA                      ;   18,45;10;    26,90
986737245;0305176;             ;ANBERRIES CLASS RIBES NE S/ZUC  ;4AX1   ;0000045;PRODOTTI FMC                  ;    2,82;10;    05,90
986737233;0301771;             ;ANBERRIES CLASSICHE RIBES/GLIC  ;4AX1   ;0000061;PRODOTTI FMC                  ;    2,46;10;    05,50
986737272;0305175;             ;ANBERRIES FRAGOLAEERISIMO 50G   ;4AX1   ;0000026;PRODOTTI FMC                  ;    2,70;10;    05,50
986737260;0346780;             ;ANBERRIES MIELE&PROPOLI CARAM   ;4AX1   ;0000024;EUROSPITAL                    ;    3,11;10;    05,50
947452280;0273777;             ;ANDROBIO PLUS 90CPR<            ;4AA2F21;0000013;ROYDERMAL                     ;   21,81;10;    32,00
951464965;0363427;8059006980047;ANDROCLEAN CREMA 20ML           ;7BB4   ;0000015;SAFI (TISSUELAB)              ;   13,03;10;    20,50
931661870;0023214;7649992931102;ANDROCLEAN DET INT MASCH 150ML  ;6AD5A  ;0000030;SAFI (TISSUELAB)              ;   13,77;22;    22,00
986470185;0288114;             ;ANDROGYN OIL 50ML               ;6AD8B  ;0000005;INLINEA                       ;   11,44;22;    17,40
932165158;0026496;             ;ANDROLEN 30CPR                  ;4AA2F38;0000039;ENFARMA                       ;   20,15;10;    32,00
947090674;0250306;             ;ANDROPANT PLUS 30CPR            ;4AA2F38;0000004;BIODELTA                      ;   15,54;10;    24,90
974402772;0181810;8050880190201;ANDROPROX 700 15PRL SOFTGEL     ;4AA2F11;0002102;ANVEST HEALTH SRL             ;   13,64;10;    25,90
988952141;0331812;             ;ANDROSIL 16BUST OROSOLUBILI     ;4AA2F26;0000012;NAIMA PHARMA                  ;   16,31;10;    25,90
932246883;0029234;             ;ANDROSITOL PLUS 14BUST          ;4AA2F38;0000846;LOLI PHARMA                   ;   21,69;10;    35,00
902060755;2060754;             ;ANDROVIR INTEG TON 40CPR        ;4AA2F31;0000001;FARMA GROUP                   ;   22,10;10;    35,00
951126933;0355280;8053614910908;ANEDOX 30CPR                    ;4AA2F30;0000023;STARDEA                       ;   18,45;10;    29,00
951553635;0363989;8058045129653;ANEMIK 60PAST                   ;4AA2F15;0000011;GIORGINI SER-VIS SRL          ;   11,44;10;    22,80
971060328;0158328;8412170034914;ANEMIVITA COMPLEX 40CPS         ;4AA2F27;0000004;SANTIVERI                     ;    8,13;10;    16,00
902725769;2725760;             ;ANESTIN FLUIDO TR LENIT 75ML    ;6AD8B  ;0000036;RPF                           ;    7,53;22;    12,00
903930461;3930468;             ;ANESTIN LIQUIDO DET 125ML       ;6AD5A  ;0000161;RPF                           ;    7,39;22;    12,00
983832546;0257993;             ;ANESTIN PLUS 75ML               ;6AD9   ;0000014;RPF                           ;   12,09;22;    19,00
981930720;0232467;8058945230015;ANFLAMED 30BUST                 ;4AA2F09;0000016;PRM FACTORY                   ;   17,66;10;    29,30
981426923;0232029;             ;ANFO OIL 300ML                  ;7AF6D01;0000027;PERFARMA D.P.                 ;   10,07;22;    17,00
924691835;0055925;             ;ANFO SEB CREMA VISO 40ML        ;6AC5I02;0000018;PERFARMA D.P.                 ;   11,30;22;    19,00
924691177;0055926;             ;ANFO SEB SHAMPOO DOCCIA DET     ;6AA1X  ;0000179;PERFARMA D.P.                 ;   10,18;22;    17,00
980447421;0210085;             ;ANFO-LATTE 200ML                ;6AC5A  ;0000042;PERFARMA D.P.                 ;    9,81;22;    16,50
971810433;0175297;             ;ANFO-SEB LOZIONE 50ML           ;6AC5I02;0000004;PERFARMA D.P.                 ;   13,03;22;    21,50
908044112;8044117;             ;ANFO-3 200 ML                   ;6AD1   ;0000040;PERFARMA D.P.                 ;    9,62;22;    16,00
938037037;8037032;             ;ANFOGYN MOUSSE GINECOLOGIC 150ML;6AD5A  ;0000004;PERFARMA D.P.                 ;   13,62;22;    22,50
988801320;0356619;3522930004417;ANGE DES VIGNES GEL DOCC 200ML  ;6AD1   ;0000014;CAUDALIE                      ;    7,26;22;    11,50
935948101;5948108;             ;ANGEL INTEG 30CPS 14,1G         ;4AA2F17;0000003;NOVIAS PHARMA                 ;   19,72;10;    31,00
921178240;0003150;8055748840281;ANGEREX 600 20CPR               ;4AA2F21;0000420;SAGE PHARMA                   ;   16,29;10;    28,00
982471144;0249699;             ;ANGIO NATTO 30CPS               ;4AA2F13;0000023;NATUR SRL                     ;   17,54;10;    29,00
923528448;0033485;             ;ANGIODREN 30CPR                 ;4AA2F19;0000013;SIFRA                         ;   17,40;10;    27,50
938747971;8747978;8058450780111;ANGIOKRYM LIPOGEL 100ML         ;6AD8D  ;0000026;DIFA COOPER SPA               ;    9,74;22;    17,00
926621513;0104958;             ;ANGIOKURA 30CPR                 ;4AA2F12;0000012;RIKREA                        ;   12,05;10;    19,70
938458650;8458659;             ;ANGIOPLUS OFTA 30CPS            ;4AA2F12;0000620;FARMAPLUS                     ;   18,18;10;    28,90
900961956;0961953;8055186630352;ANGIOTON CREMA GEL 100 ML       ;6AE5A02;0000049;GD TECNOLOGIE                 ;   13,66;22;    22,80
900922372;0922377;8055186630345;ANGIOTON PLUS RETARD 30CPR      ;4AA2F12;0000101;GD TECNOLOGIE                 ;   18,51;10;    29,80
904351780;4351789;             ;ANGIOVEIN GEL 100ML             ;6AD8X  ;0000022;QUALIFARMA                    ;   11,72;22;    19,90
902484171;2484178;             ;ANGIOVEIN-INTEG VEG/VIT 20CPR   ;4AA2F12;0000183;QUALIFARMA                    ;   12,01;10;    21,90
925531790;0073785;8053839910011;ANGIOVIS CREMA GEL GAMBE 200ML  ;6AD8D  ;0000006;POLARIS                       ;    8,97;22;    15,80
977660772;0200421;8053839910424;ANGIOVIS 20CPR                  ;4AA2F12;0000039;POLARIS                       ;   13,66;10;    23,90
983033818;0244447;8004283164000;ANGSTR FLUIDO SO VISO SPF50+    ;6AC5F  ;0000068;PERRIGO ITALIA SRL            ;    8,19;22;    21,90
973353927;0178816;8004283152885;ANGSTR HYDRAXOL KIDS 50+        ;7AF6D06;0000193;PERRIGO ITALIA SRL            ;    8,95;22;    24,90
978545299;0205730;8004283158320;ANGSTR LATTE SPRAY 50+          ;6AD6   ;0000173;PERRIGO ITALIA SRL            ;    9,73;22;    24,90
975494269;0205731;8004283155084;ANGSTR OLIO SECCO SPF6 150ML<   ;6AD6   ;0000011;PERRIGO ITALIA SRL            ;   10,77;22;    21,90
971486081;0166691;8004283148871;ANGSTR PR HYDR KIDS LAT INV 50+ ;6AD6   ;0000012;PERRIGO ITALIA SRL            ;    7,97;22;    21,90
971486079;0166690;8004283148895;ANGSTR PR HYDR KIDS LAT SPY 50+ ;6AD6   ;0000233;PERRIGO ITALIA SRL            ;    9,68;22;    24,90
971485901;0170417;8004283148949;ANGSTR PROT HYDRA CR SOL 15     ;6AD6   ;0000051;PERRIGO ITALIA SRL            ;    8,85;22;    21,90
971485988;0170425;8004283148963;ANGSTR PROT HYDRA LAT SOL 10    ;6AD6   ;0000023;PERRIGO ITALIA SRL            ;    8,92;22;    21,90
971485990;0170426;8004283149250;ANGSTR PROT HYDRA LAT SOL 15    ;6AD6   ;0000051;PERRIGO ITALIA SRL            ;    9,91;22;    21,90
971486028;0170429;8004283148956;ANGSTR PROT HYDRA LAT SPR 15    ;6AD6   ;0000061;PERRIGO ITALIA SRL            ;    8,89;22;    24,90
971486030;0170430;8004283149274;ANGSTR PROT HYDRA LAT SPR 20    ;6AD6   ;0000049;PERRIGO ITALIA SRL            ;    8,18;22;    24,90
971486042;0170431;8004283149199;ANGSTR PROT HYDRA LAT SPR 30    ;6AD6   ;0000209;PERRIGO ITALIA SRL            ;    9,62;22;    24,90
971485976;0170424;8004283149076;ANGSTR PROT STICK SOL 50        ;6AD6   ;0000272;PERRIGO ITALIA SRL            ;    5,05;22;    12,90
971485952;0170422;8004283148918;ANGSTR PROT YOUTH CR SOL 50+    ;6AD6   ;0000013;PERRIGO ITALIA SRL            ;    8,62;22;    21,90
971486105;0170434;8004283149038;ANGSTR PROTECT LATTE DOPOS      ;6AD6   ;0000011;PERRIGO ITALIA SRL            ;    8,97;22;    21,90
973353903;0178795;8004283152823;ANGSTR YOUTHFUL CR VISO TAN     ;6AC5G  ;0000042;PERRIGO ITALIA SRL            ;   10,33;22;    21,90
980790784;0231298;8004283158252;ANGSTROM ACQ SOL PROT SPF20     ;6AC5F  ;0000026;PERRIGO ITALIA SRL            ;    8,79;22;    21,90
989663101;0334192;8004283170933;ANGSTROM CREMA VISO ULTR SPF30  ;6AC5I01;0000071;PERRIGO ITALIA SRL            ;    8,67;22;    21,90
980790911;0231299;8004283161139;ANGSTROM GEL DOPOSOLE 200ML     ;6AC5F  ;0000076;PERRIGO ITALIA SRL            ;    8,57;22;    21,90
984892594;0281047;8004283166936;ANGSTROM KIDS MOUSSE SPF50 150  ;6AD6   ;0000087;PERRIGO ITALIA SRL            ;   11,37;22;    24,90
984892671;0281237;8004283167087;ANGSTROM LAT SOL SPF50+ LIM ED< ;6AD6   ;0000024;PERRIGO ITALIA SRL            ;    8,82;22;    21,90
989928662;0351162;8004283173453;ANGSTROM LATTE DOPOS 200ML2025  ;6AD6   ;0000046;PERRIGO ITALIA SRL            ;    8,67;22;    21,90
987414265;0288254;8004283171053;ANGSTROM LATTE DOPOSOLE<        ;6AD6   ;0000014;PERRIGO ITALIA SRL            ;    9,09;22;    21,90
989606898;0334336;8004283173101;ANGSTROM LATTE SOL LE SPF30     ;6AD6   ;0000022;PERRIGO ITALIA SRL            ;    9,85;22;    24,90
987414291;0288248;8004283171084;ANGSTROM LATTE SOLARE SPF50+<   ;6AD6   ;0000049;PERRIGO ITALIA SRL            ;    9,28;22;    22,90
987414303;0288247;8004283170926;ANGSTROM PROTECT HYDRAXOL 50+   ;6AD6   ;0000164;PERRIGO ITALIA SRL            ;    8,54;22;    21,90
941790812;0177974;             ;ANIVAL BETA COMPLEX 30CPR RIV   ;4AA2F15;0000075;DYMALIFE PHARMA               ;    9,83;10;    15,50
941970764;0182380;             ;ANIVAL BETA JUNIOR 10FL         ;4AA2F15;0000018;DYMALIFE PHARMA               ;    9,28;10;    14,50
941970802;0183320;             ;ANIVAL BETA 30CPR               ;4AA2F15;0000012;DYMALIFE PHARMA               ;    9,26;10;    14,50
979278165;0221177;8056992941410;ANNURCA STEROL 45CPS EBV        ;4AA2F14;0000010;ERBA VITA                     ;   12,53;10;    29,90
978473561;0202576;8002712025281;ANNURKAP FIALE ANTICADUTA 10PZ  ;6AA2G  ;0000009;DIVA SRL                      ;   23,35;22;    49,50
986079871;0283658;8002712026479;ANNURKAP PLUS 30CPS             ;4AA2F20;0000023;DIVA SRL                      ;   15,13;10;    29,00
986079883;0283659;8002712026486;ANNURKAP PLUS 60CPS             ;4AA2F20;0000051;DIVA SRL                      ;   23,82;10;    49,50
986079895;0282858;8002712026493;ANNURKAP PLUS 90CPS             ;4AA2F20;0000240;DIVA SRL                      ;   30,30;10;    63,00
978473585;0202577;8002712025298;ANNURKAP SHAMPOO 200ML          ;6AA1X  ;0000072;DIVA SRL                      ;    5,89;22;    12,00
981536838;0232703;8002712025786;ANNURKAP SPRAY 50ML             ;6AA2X  ;0000031;DIVA SRL                      ;   12,29;22;    25,00
978473662;0202578;8002712025304;ANNURKOLEST 30CPS               ;4AA2F14;0000002;DIVA SRL                      ;   11,76;10;    21,50
980785695;0224114;             ;ANNURMETS HAIR FORTE TRI 60CPR  ;4AA2F20;0000141;NGN HEALTHCARE                ;   30,87;10;    54,00
978501359;0202064;             ;ANNURMETS HAIR SH RIPARATORE    ;6AA1F  ;0000064;NGN HEALTHCARE                ;    7,43;22;    14,00
974646123;0182838;             ;ANNURMETS HAIR 550MG 30CPS      ;4AA2F20;0000319;NGN HEALTHCARE                ;   16,54;10;    29,00
976785648;0199138;             ;ANNURMETS HAIR 60CPR            ;4AA2F20;0000097;NGN HEALTHCARE                ;   26,91;10;    49,50
974885307;0182839;             ;ANNURMETS HDL+ 30CPS            ;4AA2F14;0000194;NGN HEALTHCARE                ;   10,76;10;    20,00
976104339;0194497;             ;ANNURRED 30COMPRESSE            ;4AA2F14;0000082;NGN HEALTHCARE                ;   11,35;10;    20,00
927221236;0107168;             ;ANOIL SOLUZIONE DET INTIMA 250  ;6AD5A  ;0000018;DOAFARM                       ;    8,67;22;    13,95
934980020;0105460;8032836151191;ANONET ACTIRAG 30+30ML          ;7BB4   ;0000802;UNIDERM                       ;   17,45;22;    31,80
938754999;8754990;8032836150590;ANONET CREMA 50ML               ;6AD5X  ;0000279;UNIDERM                       ;    8,34;22;    15,20
941811059;0188246;8032836151405;ANONET HEMOLEN CREMA 30ML       ;7BB1C  ;0000292;UNIDERM                       ;    9,15;22;    16,80
930993276;0015782;8032836150781;ANONET LIQUIDO FOAM DET INTIMO  ;6AD5A  ;0002947;UNIDERM                       ;    8,24;22;    15,80
902552254;2552255;8032836150156;ANONET LIQUIDO 150 ML           ;6AD1   ;0000734;UNIDERM                       ;    8,24;22;    15,80
944670823;0249624;8032836151740;ANONET LIQUIDO 200ML            ;6AD1   ;0000491;PRODOTTI PROMO                ;    5,59;22;    09,90
900033578;0033571;8032836150149;ANONET PED 200ML                ;7AF6D03;0000211;UNIDERM                       ;    7,50;22;    13,80
906607914;6607915;8032836150422;ANONET PLUS CREMA 30G           ;6AD8X  ;0000660;UNIDERM                       ;    8,48;22;    16,20
949504486;0335221;8032836152198;ANONET RELIEF 25ML              ;6AD9   ;0000058;UNIDERM                       ;    9,50;22;    16,80
930172756;0172753;8032836150651;ANONET SALVIETTE 15PZ           ;6AD5C  ;0000974;UNIDERM                       ;    2,28;22;    04,20
944686551;0292983;8032836151764;ANONET SALVIETTE 60PZ           ;6AD5C  ;0000364;UNIDERM                       ;    2,60;22;    04,90
922740345;0014491;8050030160009;ANSELAX 14BUST                  ;4AA2F33;0000160;ANSERIS FARMA                 ;   10,66;10;    17,90
981265061;0234216;8030936400591;ANSIA ACT 21CPS                 ;4AA2F32;0000112;F&F                           ;    4,58;10;    09,90
944280027;0222289;8057741840640;ANSIBEN RELAX 15CPR             ;4AA2F32;0000014;POOL-PHARMA                   ;    4,97;10;    09,90
944280039;0222290;8057741840657;ANSIBEN RELAX 30CPR             ;4AA2F32;0000157;POOL-PHARMA                   ;    8,07;10;    15,90
971230952;0165993;             ;ANSICOR 30ML                    ;4AA2F99;0000004;ZAAF PHARMA                   ;   13,74;10;    19,90
982948503;0244905;8059973670385;ANSIEREL NIGHT 30BUST           ;4AA2F32;0000010;OMEGA PHARMA                  ;   11,77;10;    19,50
979174950;0211534;8059973670248;ANSIEREL 30CPR                  ;4AA2F32;0000011;OMEGA PHARMA                  ;   10,88;10;    17,90
983499346;0264698;             ;ANSIGO 40CPR MASTIC             ;4AA2F32;0000003;BIOSALUS                      ;    7,49;10;    12,00
931157681;0007887;8013107052744;ANSILEVE 30CPS                  ;4AA2F32;0000080;NATURANDO                     ;   12,57;10;    24,50
971633045;0166166;8022086001537;ANSIMAR AIR 14BUSTE 4,5G        ;4AA2F25;0000063;JAKINMED                      ;   11,10;10;    18,00
971298803;0166958;8057977343236;ANSIMEL 40CPS                   ;4AA2F32;0000018;PROMO PHARMA                  ;   17,98;10;    33,20
950063483;0349184;8057977343298;ANSIMEL 50ML                    ;4AA2F32;0000016;PROMO PHARMA                  ;   11,26;10;    19,70
935737357;0161008;             ;ANSIODEP GTT 20ML               ;4AA2F32;0000003;ERBOZETA ELP                  ;    8,45;10;    13,90
935737344;0162327;             ;ANSIODEP JUNIOR GOCCE 20ML      ;4AA2F32;0000001;ERBOZETA ELP                  ;    8,47;10;    13,90
907181844;7181845;             ;ANSIODEP LIGHT SOL 150ML        ;4AA2F31;0000007;ERBOZETA ELP                  ;    9,11;10;    15,00
906117015;6117014;             ;ANSIODEP 30CPS 325MG            ;4AA2F32;0000100;ERBOZETA ELP                  ;    9,67;10;    15,90
978851347;0202326;8002738865939;ANSIOLEV INSTANT GTT 20ML       ;4AA2F32;0000163;SPECCHIASOL NAMED             ;    9,11;22;    17,90
983388606;0247469;8002738991638;ANSIOLEV 45CPR NF               ;4AA2F32;0000551;SPECCHIASOL NAMED             ;   10,36;10;    20,90
927224360;0189001;8057506980031;ANSIOLIX GTT 30ML               ;4AA2F32;0000035;TUSCOPHARM SRL                ;   12,88;10;    18,90
970200263;0152115;8053178780054;ANSIOLUX M 50ML                 ;4AA2F32;0000006;BIOPHARMACY                   ;   14,88;22;    29,00
944886910;0232176;8056093530322;ANSIOMIXX 30CPR                 ;4AA2F32;0000021;BIOSPHAERA PHARMA             ;   17,51;10;    25,90
931525570;0018688;8050534211672;ANSIOPHIL 15CPR 850MG           ;4AA2F32;0000109;INALME                        ;    9,94;10;    16,00
943060602;0202231;             ;ANSIOREM GOCCE 20ML             ;4AA2F32;0000036;URIACH ITALY                  ;   11,79;10;    19,30
939058311;9058318;             ;ANSIOREM 20CPR 850MG            ;4AA2F32;0000039;URIACH ITALY                  ;   11,74;10;    19,30
945085239;0248558;             ;ANSIOREVE ORO 20CPR             ;4AA2F31;0000064;URIACH ITALY                  ;   13,34;10;    21,10
987369345;0300580;             ;ANSIOTEN BIOTIC 30CPS           ;4AA2F35;0000058;CAREPHARM                     ;   13,13;10;    21,50
923298703;0022951;             ;ANSIOTEN JUNIOR 30ML            ;4AA2F32;0000051;CAREPHARM                     ;   11,93;22;    19,50
971373182;0166392;             ;ANSIOTEN OROSOLUBILE 30CPR      ;4AA2F32;0000604;CAREPHARM                     ;   11,71;10;    19,50
982008563;0237987;8051128636376;ANSIOVIT FAST SPR SUBLINGUALE   ;4AA2F99;0000061;PHARMALIFE RESEARCH           ;    6,48;10;    14,90
939330561;9330568;8032578474039;ANSIOVIT GOCCE 50ML             ;4AA2F32;0000077;PHARMALIFE RESEARCH           ;    6,96;10;    16,90
982008575;0236045;8051128636383;ANSIOVIT JUNIOR GOCCE 30ML      ;4AA2F99;0000022;PHARMALIFE RESEARCH           ;    5,20;10;    13,90
982008587;0236046;8051128636390;ANSIOVIT NO STRESS 30CPR        ;4AA2F32;0000051;PHARMALIFE RESEARCH           ;    5,39;10;    14,90
904769647;4769642;8032578472769;ANSIOVIT 30CPR                  ;4AA2F32;0000024;PHARMALIFE RESEARCH           ;    6,80;10;    16,90
977368277;0199555;             ;ANSIOWIN GOCCE 20ML             ;4AA2F32;0000012;PHARMAWIN                     ;   11,72;10;    18,60
979605019;0206112;             ;ANSIOWIN OROSOLUBILE 30CPR      ;4AA2F31;0000007;PHARMAWIN                     ;   12,08;10;    19,40
927262826;0151247;8053614910038;ANSIPLUS CARDIO GTT 50ML        ;4AA2F13;0000170;STARDEA                       ;   12,92;10;    20,50
922987161;0019105;8053614910052;ANSIPLUS GOCCE 30ML             ;4AA2F32;0000081;STARDEA                       ;   12,46;10;    19,60
971970355;0174607;8053614910069;ANSIPLUS RETARD 20CPR BISTRATO  ;4AA2F32;0000029;STARDEA                       ;   13,58;10;    21,30
925042677;0066935;8053614910076;ANSIPLUS SPRAY ORALE 20ML       ;4AA2F32;0000010;STARDEA                       ;   13,27;10;    21,00
975453844;0260052;8056992946668;ANSIRENS GOCCE 50ML             ;4AA2F32;0000009;ERBA VITA                     ;    7,62;10;    18,00
902659655;265965F;8032185020162;ANSITOL INTEG LIQ 50ML          ;4AA2F32;0000057;HERBOPLANET                   ;   10,97;22;    21,90
985979184;0282186;             ;ANSIVOR 30CPR FAST              ;4AA2F32;0000015;AQMA                          ;   14,17;10;    22,40
974772636;0184564;             ;ANSTEA 20COMPRESSE              ;4AA2F32;0000052;SOLARPHARM                    ;   13,01;10;    20,89
983677079;0262858;             ;ANSTEA 20STICK OROSOLUBILI      ;4AA2F99;0000001;SOLARPHARM                    ;   13,09;10;    20,89
934504871;0101192;             ;ANTAFLOX 20CPR                  ;4AA2F12;0000005;LG BIOPHARMA SRL              ;   11,38;10;    17,00
931169852;0010123;             ;ANTAGON DETERGENTE LIQUIDO      ;6AC5A  ;0000012;LG BIOPHARMA SRL              ;    9,78;22;    15,25
933894115;0064823;             ;ANTAGON 10 CREMA 75ML           ;6AD8B  ;0000008;LG BIOPHARMA SRL              ;   10,02;22;    16,00
933000200;0039958;             ;ANTAGON 10 LATTE CORPO 250ML    ;6AD8B  ;0000009;LG BIOPHARMA SRL              ;   17,51;22;    28,06
947022226;0249103;             ;ANTAGON 30 CREMA 50ML           ;6AD8B  ;0000012;LG BIOPHARMA SRL              ;   10,26;22;    16,00
911056455;1056454;             ;ANTAL MU INTEG GTT 30ML         ;4AA2F09;0000006;MU SRL                        ;   13,10;22;    20,00
027432020;0311795;             ;ANTALGIL*10CPR 200MG<           ;M01AE01;0000259;GIURIATI GROUP                ;    4,50;10;    07,00
901850990;1850999;             ;ANTEVAL FLUIDO 200 ML           ;6AD5A  ;0000001;SIRVAL                        ;    7,88;22;    12,00
981243431;0227198;3337875761031;ANTHELIOS AGE CORRECT SPF50     ;6AC5F  ;0000064;L'OREAL POSAY                 ;   17,30;22;    34,50
981243468;0227199;3337875764353;ANTHELIOS AGE CORRECT TT SPF50  ;6AC5F  ;0000022;L'OREAL POSAY                 ;   18,00;22;    34,50
982981615;0253114;3337875797719;ANTHELIOS CRE IDRAT UVM 50+ 50ML;6AD6   ;0000363;L'OREAL POSAY                 ;   10,97;22;    26,50
980769638;0103096;3337872419904;ANTHELIOS DP BABY LOTION50+ 50  ;7AF6D06;0000228;L'OREAL POSAY                 ;    8,43;22;    19,50
982981680;0250569;3337875799348;ANTHELIOS FAMILY SPR 50+ 300ML  ;6AD6   ;0000116;L'OREAL POSAY                 ;   13,77;22;    29,99
985000710;0276527;3337875847087;ANTHELIOS FLU OIL TT SPF50+50M  ;6AD6   ;0000045;L'OREAL POSAY                 ;   11,26;22;    27,99
975536549;0194714;30157330     ;ANTHELIOS FLUDE SPF30+ 50ML     ;6AD6   ;0000130;L'OREAL POSAY                 ;    9,73;22;    24,99
989633831;0351686;3337875917810;ANTHELIOS FLUIDO UVAIR SPF50+   ;6AC5F  ;0000023;L'OREAL POSAY                 ;   13,50;22;    27,50
987386075;0305168;3337875886307;ANTHELIOS FLUIDO UVMUNE DP 50+  ;6AD6   ;0000049;L'OREAL POSAY                 ;   11,85;22;    27,50
971483526;0169549;3337875546430;ANTHELIOS GEL CREM XL SPF50+S/PR;6AD6   ;0000427;L'OREAL POSAY                 ;   11,63;22;    27,99
985000809;0279933;3337875845489;ANTHELIOS GEL P BAGN BB 50+     ;6AD6   ;0000155;L'OREAL POSAY                 ;   12,24;22;    27,99
985000797;0279929;3337875845434;ANTHELIOS GEL P BAGN 50+ 200ML  ;6AD6   ;0000067;L'OREAL POSAY                 ;   12,21;22;    27,99
980926618;0230752;3337875761123;ANTHELIOS LATTE SOL 50+ PAPER   ;6AD6   ;0000345;L'OREAL POSAY                 ;   14,08;22;    28,99
987386087;0305169;3337875888899;ANTHELIOS LATTE UVMUNE BB 75ML  ;7AF6D06;0000018;L'OREAL POSAY                 ;   10,10;22;    22,99
987386099;0305170;3337875888851;ANTHELIOS LATTE UVMUNE BB250ML  ;7AF6D06;0000123;L'OREAL POSAY                 ;   13,40;22;    29,50
985000571;0279930;3337875847353;ANTHELIOS LATTE 50+ PPACK 75ML  ;6AD6   ;0000150;L'OREAL POSAY                 ;    9,69;22;    22,99
983743547;0264574;3337875797467;ANTHELIOS OIL CORRECT SPF50+    ;6AD6   ;0000037;L'OREAL POSAY                 ;   17,56;22;    34,50
987400874;0305173;3337875886024;ANTHELIOS POST UV EXPOSUR200ML  ;6AD6   ;0000016;L'OREAL POSAY                 ;   10,04;22;    22,50
987400886;0305174;3337875905459;ANTHELIOS POST UV EXPOSUR400ML  ;6AD6   ;0000096;L'OREAL POSAY                 ;   14,42;22;    28,50
978862326;0206510;3337875696821;ANTHELIOS SHAKA SPRAY 30 200ML  ;6AD6   ;0000418;L'OREAL POSAY                 ;   12,59;22;    28,50
978862314;0206511;3337875696838;ANTHELIOS SHAKA SPRAY50+ 200ML  ;6AD6   ;0000220;L'OREAL POSAY                 ;   12,36;22;    28,50
985000773;0279931;8054800381847;ANTHELIOS SPRAY AP SHAKA+OLIO   ;6AG    ;0000001;L'OREAL POSAY                 ;   14,97;22;    27,90
971483615;0169666;3337875549530;ANTHELIOS SPRAY FRESCO INVIS    ;6AD6   ;0000324;L'OREAL POSAY                 ;    9,47;22;    22,89
926231883;0103094;3337872420153;ANTHELIOS SPRAY INVIS XL 50+ 200;6AD6   ;0000137;L'OREAL POSAY                 ;   11,67;22;    28,50
987386101;0305171;3337875886055;ANTHELIOS SPRAY UVMUNE BB 50+   ;7AF6D06;0000101;L'OREAL POSAY                 ;   12,94;22;    28,99
910965870;0965879;3433422408616;ANTHELIOS STICK ZONE SENS 90G   ;6AD6   ;0000258;L'OREAL POSAY                 ;    6,90;22;    16,99
971483538;0169550;3337875546409;ANTHELIOS TOCCO SEC SPF50+C/PR  ;6AD6   ;0000324;L'OREAL POSAY                 ;   12,36;22;    27,99
980926620;0230751;3337875761116;ANTHELIOS TUBCART 250MLLATTE30  ;6AD6   ;0000039;L'OREAL POSAY                 ;   12,86;22;    28,99
982981641;0253299;3337875797665;ANTHELIOS UVM CR IDRAT 50+ AP   ;6AD6   ;0000160;L'OREAL POSAY                 ;   10,69;22;    26,50
982981654;0253300;3337875797689;ANTHELIOS UVM CR IDRAT 50+ TT   ;6AD6   ;0000367;L'OREAL POSAY                 ;   11,38;22;    26,50
982981666;0253115;3337875797597;ANTHELIOS UVM FLUIDO INV SPF50+ ;6AD6   ;0000225;L'OREAL POSAY                 ;   11,17;22;    26,50
982981678;0254394;3337875797641;ANTHELIOS UVM FLUIDO INV50+ TT  ;6AD6   ;0000069;L'OREAL POSAY                 ;   12,01;22;    26,91
